"Customer Purchase Or","Overall status","Item category","Material group","Material - Model Number (Key)"
"101-0017463-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0017468-001","C","Cert Pre Owned Item","Capital","CF-HQ190L"
"101-0017468-001","C","Sales Return Item","Capital","CF-HQ190L"
"101-0017511-001","C","Lease Trade-In Ret.","Capital","CF-Q160L"
"101-0017562-001","A","Lease Trade-In Ret.","Capital","A50021A"
"101-0017562-001","A","Lease Trade-In Ret.","Capital","WA50023B"
"101-0017562-001","A","BDC Sales Item","Capital","IS50060"
"101-0017562-001","A","Oly.Third Party Item","Capital","ISM-1001502"
"101-0017562-001","A","Oly.Third Party Item","Accessory","ISM-1000481"
"101-0017562-001","A","Oly.Third Party Item","Accessory","ISM-1000888"
"101-0017562-001","A","Oly.Third Party Item","Accessory","ISM-1003313"
"101-0017562-001","A","Oly.Third Party Item","Accessory","ISM-1001164"
"101-0017562-001","A","Oly.Third Party Item","Accessory","ISM-1003398"
"101-0017562-001","C","Lease Trade-In Ret.","Capital","CLV-S40"
"101-0017562-001","C","Lease Trade-In Ret.","Capital","CV-180"
"101-0017562-001","C","Lease Trade-In Ret.","Capital","OTV-S7PRO"
"101-0017562-001","C","Lease Trade-In Ret.","Capital","CLV-S40PRO"
"101-0017562-001","C","Lease Trade Value","Capital","A50021A"
"101-0017562-001","C","Lease Trade Value","Capital","CLV-S40"
"101-0017562-001","C","Lease Trade Value","Capital","CV-180"
"101-0017562-001","C","Lease Trade Value","Capital","OTV-S7PRO"
"101-0017562-001","C","Lease Trade Value","Capital","CLV-S40PRO"
"101-0017562-001","C","Lease Trade Value","Capital","WA50023B"
"101-0017562-001","C","OP Sales Item","Capital","K10021611"
"101-0017562-001","C","OP Sales Item","Capital","K10029884"
"101-0017562-001","C","OP Sales Item","Capital","MAJ-1430"
"101-0017562-001","C","OP Sales Item","Capital","OTV-S7PROH-HD-12E"
"101-0017562-001","C","OP Sales Item","Capital","CV-190"
"101-0017562-001","C","OP Sales Item","Capital","CLV-190"
"101-0017562-001","C","OP Sales Item","Capital","OTV-S190"
"101-0017562-001","C","OP Sales Item","Capital","CLV-S190"
"101-0017562-001","C","OP Sales Item","Capital","UHI-4"
"101-0017562-001","C","OP Sales Item","Capital","OEP-5"
"101-0017562-001","C","OP Sales Item","Capital","LMD-2110MD/OL"
"101-0017562-001","C","OP Sales Item","Capital","WA4KL500"
"101-0017562-001","C","OP Sales Item","Capital","WA4KL530"
"101-0017562-001","C","OP Sales Item","Capital","WA50050A"
"101-0017562-001","C","OP Sales Item","Capital","WA50052A"
"101-0017562-001","C","OP Sales Item","Accessory","MAJ-854"
"101-0017562-001","C","OP Sales Item","Accessory","MAJ-1639"
"101-0017562-001","C","OP Sales Item","Accessory","MAJ-2147"
"101-0017562-001","C","OP Sales Item","Accessory","MAJ-1686"
"101-0017562-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017562-001","C","OP Sales Item","Accessory","MAJ-1945"
"101-0017562-001","C","OP Sales Item","Accessory","MAJ-1951"
"101-0017562-001","C","OP Sales Item","Accessory","MAJ-2053"
"101-0017562-001","C","OP Sales Item","Accessory","WA03310A"
"101-0017562-001","C","OP Sales Item","Accessory","WA05955A"
"101-0017562-001","C","OP Sales Item","Accessory","WA05971A"
"101-0017562-001","C","OP Sales Item","Accessory","WA05974A"
"101-0017562-001","C","OP Sales Item","Accessory","WA05990A"
"101-0017575-001","C","OP Sales Item","Capital","URF-P6R"
"101-0017578-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0017578-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0017579-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0017579-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0017591-001","C","OP Sales Item","Capital","CYF-V2R"
"101-0017591-001","C","Sales Return Item","Capital","CYF-V2R"
"101-0017594-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0017594-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0017601-001","A","Sales Return Item","Capital","CLV-180"
"101-0017601-001","A","Sales Return Item","Capital","CV-180"
"101-0017601-001","A","Sales Return Item","Capital","CF-H180AL"
"101-0017601-001","C","Cert Pre Owned Item","Capital","CLV-180"
"101-0017601-001","C","Cert Pre Owned Item","Capital","CV-180"
"101-0017601-001","C","Cert Pre Owned Item","Capital","GIF-H180J"
"101-0017601-001","C","Cert Pre Owned Item","Capital","CF-H180AL"
"101-0017601-001","C","Sales Return Item","Capital","GIF-H180J"
"101-0017601-001","C","Sales Return Item","Capital","CF-H180AL"
"101-0017601-001","C","CPO Kit Itm price it","Capital","GIF-H180J-SVC18"
"101-0017601-001","C","CPO Kit Itm price it","Capital","CF-H180AL-SVC18"
"101-0017601-002","C","Cert Pre Owned Item","Capital","PCF-H180AL"
